rownames	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	geneid	species
Ssus11-SAT1.2	5.42E-105	0.781699518	0.955	0.833	8.35E-101	5	Ssus11-SAT1	SAT1	Suss11
Ssus11-PSME2	1.07E-102	0.624131588	0.562	0.278	1.64E-98	5	Ssus11-PSME2	PSME2	Suss11
Ssus11-SLA-DRA.2	7.20E-102	0.761136163	0.887	0.72	1.11E-97	5	Ssus11-SLA-DRA	SLA-DRA	Suss11
Ssus11-TMSB10.5	4.34E-101	0.50828073	1	1	6.68E-97	5	Ssus11-TMSB10	TMSB10	Suss11
Ssus11-MYO1G	5.79E-100	0.330723451	0.272	0.071	8.92E-96	5	Ssus11-MYO1G	MYO1G	Suss11
Ssus11-SETX	1.43E-98	0.409859773	0.375	0.129	2.21E-94	5	Ssus11-SETX	SETX	Suss11
Ssus11-CKM.5	3.38E-96	-2.114294788	0.277	0.579	5.21E-92	5	Ssus11-CKM	CKM	Suss11
Ssus11-LCP1.4	1.13E-95	0.663072324	0.659	0.351	1.75E-91	5	Ssus11-LCP1	LCP1	Suss11
Ssus11-CFL1.5	5.80E-95	0.566738414	0.965	0.814	8.93E-91	5	Ssus11-CFL1	CFL1	Suss11
Ssus11-ENSSSCG00000014997.1	6.69E-94	0.54361159	0.506	0.229	1.03E-89	5	Ssus11-ENSSSCG00000014997	ENSSSCG00000014997	Suss11
Ssus11-FCER1G.4	2.65E-93	0.727675758	0.752	0.475	4.09E-89	5	Ssus11-FCER1G	FCER1G	Suss11
Ssus11-MMP9.3	4.47E-93	0.644380413	0.617	0.301	6.88E-89	5	Ssus11-MMP9	MMP9	Suss11
Ssus11-CAPG.3	1.27E-91	0.587441991	0.673	0.358	1.96E-87	5	Ssus11-CAPG	CAPG	Suss11
Ssus11-PSMF1	1.33E-91	0.467372134	0.429	0.173	2.04E-87	5	Ssus11-PSMF1	PSMF1	Suss11
Ssus11-TREX1	1.82E-89	0.310625136	0.26	0.071	2.80E-85	5	Ssus11-TREX1	TREX1	Suss11
Ssus11-CSF1R.3	5.63E-89	0.564691079	0.915	0.725	8.67E-85	5	Ssus11-CSF1R	CSF1R	Suss11
Ssus11-MYOZ2.5	3.44E-88	-1.804438209	0.26	0.552	5.30E-84	5	Ssus11-MYOZ2	MYOZ2	Suss11
Ssus11-ENSSSCG00000036052.5	3.91E-88	-1.547124251	0.221	0.526	6.03E-84	5	Ssus11-ENSSSCG00000036052	ENSSSCG00000036052	Suss11
Ssus11-TIMP1.4	4.26E-88	0.479707225	0.931	0.715	6.57E-84	5	Ssus11-TIMP1	TIMP1	Suss11
Ssus11-ENSSSCG00000033457.5	9.57E-88	0.727691564	0.671	0.382	1.47E-83	5	Ssus11-ENSSSCG00000033457	ENSSSCG00000033457	Suss11
Ssus11-HSPH1.4	2.02E-87	-1.234264074	0.143	0.46	3.12E-83	5	Ssus11-HSPH1	HSPH1	Suss11
Ssus11-CCL5.3	5.57E-87	0.566050548	0.501	0.222	8.58E-83	5	Ssus11-CCL5	CCL5	Suss11
Ssus11-SLC25A4.5	1.88E-86	-1.811897822	0.326	0.598	2.89E-82	5	Ssus11-SLC25A4	SLC25A4	Suss11
Ssus11-TSPO.3	2.41E-86	0.559254123	0.877	0.718	3.72E-82	5	Ssus11-TSPO	TSPO	Suss11
Ssus11-NLRC5	3.67E-86	0.298116174	0.246	0.066	5.65E-82	5	Ssus11-NLRC5	NLRC5	Suss11
Ssus11-ANXA1.3	6.16E-86	0.651223781	0.826	0.63	9.49E-82	5	Ssus11-ANXA1	ANXA1	Suss11
Ssus11-CCR1.3	7.84E-86	0.415058218	0.351	0.124	1.21E-81	5	Ssus11-CCR1	CCR1	Suss11
Ssus11-SLA-DMB.4	4.77E-85	0.610804187	0.625	0.351	7.35E-81	5	Ssus11-SLA-DMB	SLA-DMB	Suss11
Ssus11-ERBB3.2	7.67E-85	-0.678606453	0.555	0.786	1.18E-80	5	Ssus11-ERBB3	ERBB3	Suss11
Ssus11-SLA-DQB1.2	9.66E-85	0.599690078	0.902	0.71	1.49E-80	5	Ssus11-SLA-DQB1	SLA-DQB1	Suss11
Ssus11-CD81.1	1.85E-84	0.493971877	0.997	0.971	2.85E-80	5	Ssus11-CD81	CD81	Suss11
Ssus11-ENSSSCG00000004578.4	2.09E-84	0.556738717	0.961	0.845	3.21E-80	5	Ssus11-ENSSSCG00000004578	ENSSSCG00000004578	Suss11
Ssus11-LAT2.3	2.38E-84	0.535621132	0.607	0.314	3.66E-80	5	Ssus11-LAT2	LAT2	Suss11
Ssus11-ACTG1.3	4.32E-84	0.479208028	1	0.981	6.66E-80	5	Ssus11-ACTG1	ACTG1	Suss11
Ssus11-OGFR	5.06E-84	0.408241139	0.413	0.166	7.80E-80	5	Ssus11-OGFR	OGFR	Suss11
Ssus11-SMCHD1	6.65E-84	0.336617118	0.308	0.101	1.02E-79	5	Ssus11-SMCHD1	SMCHD1	Suss11
Ssus11-ACTC1.4	1.30E-83	-1.839787888	0.392	0.64	2.00E-79	5	Ssus11-ACTC1	ACTC1	Suss11
Ssus11-GRN.3	3.54E-83	0.512777369	0.92	0.768	5.45E-79	5	Ssus11-GRN	GRN	Suss11
Ssus11-APOE.4	4.25E-81	0.525754081	0.996	0.869	6.54E-77	5	Ssus11-APOE	APOE	Suss11
Ssus11-TRIM38	1.85E-80	0.302806563	0.249	0.071	2.85E-76	5	Ssus11-TRIM38	TRIM38	Suss11
Ssus11-CASP1	2.76E-80	0.250746479	0.165	0.034	4.25E-76	5	Ssus11-CASP1	CASP1	Suss11
Ssus11-ENSSSCG00000037142.4	4.63E-80	0.544607775	0.878	0.671	7.14E-76	5	Ssus11-ENSSSCG00000037142	ENSSSCG00000037142	Suss11
Ssus11-S100A11.5	2.97E-79	0.478446765	0.989	0.917	4.58E-75	5	Ssus11-S100A11	S100A11	Suss11
Ssus11-TALDO1.4	3.49E-79	0.510643308	0.839	0.638	5.37E-75	5	Ssus11-TALDO1	TALDO1	Suss11
Ssus11-DNASE1L1.4	3.59E-79	0.526511694	0.596	0.33	5.53E-75	5	Ssus11-DNASE1L1	DNASE1L1	Suss11
Ssus11-ACTN2.5	1.99E-78	-1.330992991	0.178	0.47	3.06E-74	5	Ssus11-ACTN2	ACTN2	Suss11
Ssus11-S100A6.4	2.21E-78	0.537483017	0.957	0.784	3.41E-74	5	Ssus11-S100A6	S100A6	Suss11
Ssus11-CTSS.4	2.73E-78	0.665228273	0.817	0.593	4.21E-74	5	Ssus11-CTSS	CTSS	Suss11
Ssus11-IGFBP4.3	1.15E-77	0.455803392	0.534	0.257	1.77E-73	5	Ssus11-IGFBP4	IGFBP4	Suss11
Ssus11-FLNA.3	5.35E-77	0.474064107	0.978	0.836	8.23E-73	5	Ssus11-FLNA	FLNA	Suss11
Ssus11-ENSSSCG00000033262.4	2.08E-76	0.466047272	1	0.998	3.20E-72	5	Ssus11-ENSSSCG00000033262	ENSSSCG00000033262	Suss11
Ssus11-COX6A2.5	6.46E-76	-1.318399666	0.333	0.598	9.95E-72	5	Ssus11-COX6A2	COX6A2	Suss11
Ssus11-SCARB2.3	3.07E-75	0.525411577	0.573	0.321	4.74E-71	5	Ssus11-SCARB2	SCARB2	Suss11
Ssus11-TPM1.5	3.79E-75	-1.246211187	0.874	0.923	5.84E-71	5	Ssus11-TPM1	TPM1	Suss11
Ssus11-SHISA5.3	1.57E-74	0.490911983	0.574	0.319	2.42E-70	5	Ssus11-SHISA5	SHISA5	Suss11
Ssus11-COX7A1.4	3.05E-74	-1.608586492	0.513	0.707	4.70E-70	5	Ssus11-COX7A1	COX7A1	Suss11
Ssus11-MYL2.5	3.44E-74	-2.743430509	0.662	0.801	5.30E-70	5	Ssus11-MYL2	MYL2	Suss11
Ssus11-PCP4.5	3.62E-74	-1.244249841	0.088	0.37	5.57E-70	5	Ssus11-PCP4	PCP4	Suss11
Ssus11-MYL3.5	6.53E-74	-1.19805358	0.023	0.298	1.01E-69	5	Ssus11-MYL3	MYL3	Suss11
Ssus11-MYBPC3.5	7.92E-74	-1.395123429	0.211	0.489	1.22E-69	5	Ssus11-MYBPC3	MYBPC3	Suss11
Ssus11-CRYAB.5	3.28E-73	-1.727325208	0.619	0.779	5.05E-69	5	Ssus11-CRYAB	CRYAB	Suss11
Ssus11-GJA1.4	2.32E-72	-0.770621347	0.608	0.793	3.58E-68	5	Ssus11-GJA1	GJA1	Suss11
Ssus11-YBX3.4	4.54E-71	-0.845961582	0.607	0.773	7.00E-67	5	Ssus11-YBX3	YBX3	Suss11
Ssus11-CPPED1.1	8.95E-71	0.35399172	0.326	0.124	1.38E-66	5	Ssus11-CPPED1	CPPED1	Suss11
Ssus11-SH3BGRL3.4	1.12E-70	0.479443337	0.893	0.698	1.72E-66	5	Ssus11-SH3BGRL3	SH3BGRL3	Suss11
Ssus11-ORAI2	1.54E-70	0.370986304	0.327	0.126	2.37E-66	5	Ssus11-ORAI2	ORAI2	Suss11
Ssus11-GPNMB.4	6.03E-70	0.56796843	0.775	0.525	9.28E-66	5	Ssus11-GPNMB	GPNMB	Suss11
Ssus11-NEBL.5	1.85E-69	-0.981069002	0.101	0.373	2.86E-65	5	Ssus11-NEBL	NEBL	Suss11
Ssus11-ATP2A2.5	2.17E-69	-0.893693345	0.257	0.52	3.35E-65	5	Ssus11-ATP2A2	ATP2A2	Suss11
Ssus11-TKT.3	1.24E-68	0.480311748	0.594	0.337	1.91E-64	5	Ssus11-TKT	TKT	Suss11
Ssus11-SPARCL1.5	4.49E-68	-0.756294129	0.416	0.659	6.91E-64	5	Ssus11-SPARCL1	SPARCL1	Suss11
Ssus11-SSR4.5	4.49E-68	0.406443785	0.992	0.925	6.92E-64	5	Ssus11-SSR4	SSR4	Suss11
Ssus11-SORBS2.4	4.95E-68	-0.629422119	0.055	0.324	7.63E-64	5	Ssus11-SORBS2	SORBS2	Suss11
Ssus11-SRGN.5	1.01E-67	0.720227412	0.691	0.483	1.55E-63	5	Ssus11-SRGN	SRGN	Suss11
Ssus11-ENSSSCG00000006395.4	2.37E-67	0.452279137	0.945	0.806	3.66E-63	5	Ssus11-ENSSSCG00000006395	ENSSSCG00000006395	Suss11
Ssus11-ANKRD1.5	3.68E-67	-1.530025658	0.404	0.624	5.67E-63	5	Ssus11-ANKRD1	ANKRD1	Suss11
Ssus11-ATP6V0B.3	6.48E-67	0.493470732	0.861	0.718	9.99E-63	5	Ssus11-ATP6V0B	ATP6V0B	Suss11
Ssus11-LGALS3.4	6.89E-67	0.56378276	0.642	0.37	1.06E-62	5	Ssus11-LGALS3	LGALS3	Suss11
Ssus11-CKMT2.5	7.28E-67	-0.889051519	0.017	0.27	1.12E-62	5	Ssus11-CKMT2	CKMT2	Suss11
Ssus11-TMSB4X.4	1.03E-66	0.463821894	1	0.995	1.59E-62	5	Ssus11-TMSB4X	TMSB4X	Suss11
Ssus11-RILPL2.1	1.33E-66	0.386427785	0.39	0.172	2.05E-62	5	Ssus11-RILPL2	RILPL2	Suss11
Ssus11-FHL1.4	1.65E-66	-0.622859068	0.515	0.735	2.55E-62	5	Ssus11-FHL1	FHL1	Suss11
Ssus11-SLC25A28	6.45E-65	0.385692068	0.375	0.166	9.93E-61	5	Ssus11-SLC25A28	SLC25A28	Suss11
Ssus11-PSMA6.1	6.62E-65	0.558577256	0.609	0.399	1.02E-60	5	Ssus11-PSMA6	PSMA6	Suss11
Ssus11-ENSSSCG00000010190.4	6.75E-65	-2.443097299	0.649	0.79	1.04E-60	5	Ssus11-ENSSSCG00000010190	ENSSSCG00000010190	Suss11
Ssus11-ENSSSCG00000007524.5	8.22E-64	-0.754000936	0.726	0.846	1.27E-59	5	Ssus11-ENSSSCG00000007524	ENSSSCG00000007524	Suss11
Ssus11-SHISA4.4	1.40E-63	0.467813658	0.593	0.341	2.16E-59	5	Ssus11-SHISA4	SHISA4	Suss11
Ssus11-CCR5	2.54E-63	0.252849915	0.219	0.067	3.91E-59	5	Ssus11-CCR5	CCR5	Suss11
Ssus11-ENSSSCG00000025499.3	2.80E-63	0.429968965	0.548	0.296	4.31E-59	5	Ssus11-ENSSSCG00000025499	ENSSSCG00000025499	Suss11
Ssus11-LTBP4.5	3.83E-63	-0.711019558	0.397	0.645	5.90E-59	5	Ssus11-LTBP4	LTBP4	Suss11
Ssus11-CYTB.5	5.96E-63	-1.315436342	0.993	0.987	9.18E-59	5	Ssus11-CYTB	CYTB	Suss11
Ssus11-ARPC4.3	1.10E-62	0.457885725	0.778	0.562	1.69E-58	5	Ssus11-ARPC4	ARPC4	Suss11
Ssus11-ARHGDIA.5	1.45E-62	0.455357087	0.82	0.612	2.23E-58	5	Ssus11-ARHGDIA	ARHGDIA	Suss11
Ssus11-TNNC1.5	3.77E-62	-2.024068375	0.572	0.729	5.81E-58	5	Ssus11-TNNC1	TNNC1	Suss11
Ssus11-PDLIM5.5	6.94E-62	-0.721459699	0.137	0.394	1.07E-57	5	Ssus11-PDLIM5	PDLIM5	Suss11
Ssus11-ND4.5	1.08E-61	-1.580654432	0.891	0.923	1.66E-57	5	Ssus11-ND4	ND4	Suss11
Ssus11-NT5C3A	1.31E-61	0.254902903	0.224	0.071	2.02E-57	5	Ssus11-NT5C3A	NT5C3A	Suss11
Ssus11-ENO3.5	1.57E-61	-1.208919966	0.315	0.544	2.42E-57	5	Ssus11-ENO3	ENO3	Suss11
Ssus11-PTPN18.4	4.41E-61	0.457657332	0.817	0.649	6.80E-57	5	Ssus11-PTPN18	PTPN18	Suss11
Ssus11-CASQ2.5	4.44E-60	-0.735474554	0.075	0.322	6.85E-56	5	Ssus11-CASQ2	CASQ2	Suss11
Ssus11-TCIRG1.1	7.04E-60	0.376125159	0.397	0.185	1.08E-55	5	Ssus11-TCIRG1	TCIRG1	Suss11
Ssus11-PDK4.5	1.00E-59	-0.463226724	0.013	0.246	1.55E-55	5	Ssus11-PDK4	PDK4	Suss11
Ssus11-ENSSSCG00000006418	1.26E-59	0.394851456	0.399	0.191	1.94E-55	5	Ssus11-ENSSSCG00000006418	ENSSSCG00000006418	Suss11
Ssus11-SNX10.1	1.99E-59	0.312514361	0.286	0.109	3.07E-55	5	Ssus11-SNX10	SNX10	Suss11
Ssus11-PRCP.3	2.28E-59	0.428334281	0.47	0.246	3.51E-55	5	Ssus11-PRCP	PRCP	Suss11
Ssus11-ND5.4	2.30E-59	-0.899300098	0.37	0.607	3.54E-55	5	Ssus11-ND5	ND5	Suss11
Ssus11-MYH7.4	3.40E-59	-2.272559277	0.746	0.838	5.24E-55	5	Ssus11-MYH7	MYH7	Suss11
Ssus11-ENSSSCG00000002449.5	5.26E-59	-0.709950768	0.22	0.47	8.10E-55	5	Ssus11-ENSSSCG00000002449	ENSSSCG00000002449	Suss11
Ssus11-CSRP3.5	5.20E-58	-1.209706106	0.269	0.5	8.02E-54	5	Ssus11-CSRP3	CSRP3	Suss11
Ssus11-EIF1.1	6.16E-58	-0.414467281	0.932	0.97	9.49E-54	5	Ssus11-EIF1	EIF1	Suss11
Ssus11-EEF1A2.5	8.37E-58	-0.982837576	0.114	0.353	1.29E-53	5	Ssus11-EEF1A2	EEF1A2	Suss11
Ssus11-NDUFA4.5	8.84E-58	-1.347411652	0.581	0.729	1.36E-53	5	Ssus11-NDUFA4	NDUFA4	Suss11
Ssus11-SERPINB1.1	1.89E-57	0.294423198	0.291	0.114	2.91E-53	5	Ssus11-SERPINB1	SERPINB1	Suss11
Ssus11-PSMB10.1	1.96E-57	0.407361722	0.457	0.242	3.02E-53	5	Ssus11-PSMB10	PSMB10	Suss11
Ssus11-CHCHD10.5	3.26E-57	-1.196370378	0.53	0.695	5.02E-53	5	Ssus11-CHCHD10	CHCHD10	Suss11
Ssus11-MED25	3.60E-57	0.282768646	0.265	0.098	5.55E-53	5	Ssus11-MED25	MED25	Suss11
Ssus11-BAG3.3	4.69E-57	-0.848752048	0.196	0.432	7.23E-53	5	Ssus11-BAG3	BAG3	Suss11
Ssus11-FLNC.5	4.90E-57	-0.780087042	0.19	0.439	7.54E-53	5	Ssus11-FLNC	FLNC	Suss11
Ssus11-MTERF3.5	5.91E-57	-0.682556999	0.241	0.485	9.10E-53	5	Ssus11-MTERF3	MTERF3	Suss11
Ssus11-ITGB2.3	6.96E-57	0.436572269	0.571	0.326	1.07E-52	5	Ssus11-ITGB2	ITGB2	Suss11
Ssus11-MIF.4	1.11E-56	0.396529379	0.963	0.875	1.72E-52	5	Ssus11-MIF	MIF	Suss11
Ssus11-CXCL14.5	1.67E-56	0.444530623	0.629	0.367	2.57E-52	5	Ssus11-CXCL14	CXCL14	Suss11
Ssus11-GGH.1	2.18E-56	0.37474876	0.359	0.164	3.36E-52	5	Ssus11-GGH	GGH	Suss11
Ssus11-TNNI3.5	3.35E-56	-0.670246576	0.028	0.254	5.17E-52	5	Ssus11-TNNI3	TNNI3	Suss11
Ssus11-MAD2L2	4.10E-56	0.324925371	0.317	0.134	6.31E-52	5	Ssus11-MAD2L2	MAD2L2	Suss11
Ssus11-GMFG.4	5.71E-56	0.449860739	0.575	0.332	8.80E-52	5	Ssus11-GMFG	GMFG	Suss11
Ssus11-LMOD2.5	9.03E-56	-0.65843002	0.056	0.288	1.39E-51	5	Ssus11-LMOD2	LMOD2	Suss11
Ssus11-ATP5MD.5	1.14E-55	-0.708340462	0.615	0.782	1.76E-51	5	Ssus11-ATP5MD	ATP5MD	Suss11
Ssus11-CCK.5	1.16E-55	-0.685106191	0.028	0.254	1.78E-51	5	Ssus11-CCK	CCK	Suss11
Ssus11-HSPB8.5	2.88E-55	-0.664001247	0.033	0.258	4.43E-51	5	Ssus11-HSPB8	HSPB8	Suss11
Ssus11-ADAR	3.38E-55	0.272545623	0.26	0.097	5.21E-51	5	Ssus11-ADAR	ADAR	Suss11
Ssus11-RPL6.3	4.65E-55	-0.453758192	0.89	0.949	7.16E-51	5	Ssus11-RPL6	RPL6	Suss11
Ssus11-GCK.5	5.84E-55	-0.937885025	0.074	0.311	8.99E-51	5	Ssus11-GCK	GCK	Suss11
Ssus11-TNNT2.5	1.57E-54	-1.856856173	0.574	0.72	2.41E-50	5	Ssus11-TNNT2	TNNT2	Suss11
Ssus11-ENSSSCG00000015747.5	1.59E-54	-0.709253406	0.029	0.25	2.45E-50	5	Ssus11-ENSSSCG00000015747	ENSSSCG00000015747	Suss11
Ssus11-ENSSSCG00000021374.4	1.91E-54	-0.774634396	0.53	0.705	2.95E-50	5	Ssus11-ENSSSCG00000021374	ENSSSCG00000021374	Suss11
Ssus11-NEXN.4	2.20E-54	-0.486597731	0.083	0.322	3.39E-50	5	Ssus11-NEXN	NEXN	Suss11
Ssus11-CCNG1.4	2.58E-54	-0.50632704	0.278	0.527	3.97E-50	5	Ssus11-CCNG1	CCNG1	Suss11
Ssus11-AXL	3.87E-54	0.389595193	0.458	0.244	5.96E-50	5	Ssus11-AXL	AXL	Suss11
Ssus11-TUBA1B.4	4.13E-54	0.351400318	0.995	0.957	6.35E-50	5	Ssus11-TUBA1B	TUBA1B	Suss11
Ssus11-FCGRT.3	4.91E-54	0.393036497	0.952	0.836	7.56E-50	5	Ssus11-FCGRT	FCGRT	Suss11
Ssus11-LDB3.5	2.15E-53	-0.663967051	0.055	0.28	3.31E-49	5	Ssus11-LDB3	LDB3	Suss11
Ssus11-VWA5A	2.43E-53	0.269219632	0.271	0.106	3.74E-49	5	Ssus11-VWA5A	VWA5A	Suss11
Ssus11-AMBN.1	3.93E-53	0.303784477	0.292	0.119	6.05E-49	5	Ssus11-AMBN	AMBN	Suss11
Ssus11-ENSSSCG00000031608.5	4.07E-53	-0.677870618	0.046	0.268	6.27E-49	5	Ssus11-ENSSSCG00000031608	ENSSSCG00000031608	Suss11
Ssus11-CCN2.4	4.14E-53	-0.971374924	0.685	0.82	6.37E-49	5	Ssus11-CCN2	CCN2	Suss11
Ssus11-TNNT1.5	7.08E-53	-0.747876668	0.069	0.296	1.09E-48	5	Ssus11-TNNT1	TNNT1	Suss11
Ssus11-SDC2.3	1.03E-52	0.460152167	0.695	0.471	1.59E-48	5	Ssus11-SDC2	SDC2	Suss11
Ssus11-CD248.2	1.26E-52	0.35000092	0.471	0.247	1.94E-48	5	Ssus11-CD248	CD248	Suss11
Ssus11-PFKM.5	1.28E-52	-0.58188776	0.061	0.285	1.97E-48	5	Ssus11-PFKM	PFKM	Suss11
Ssus11-SH3BGR.5	1.54E-52	-0.609408666	0.095	0.325	2.37E-48	5	Ssus11-SH3BGR	SH3BGR	Suss11
Ssus11-PEPD.4	1.58E-52	0.394914911	0.491	0.274	2.44E-48	5	Ssus11-PEPD	PEPD	Suss11
Ssus11-LMO2	1.83E-52	0.316896132	0.298	0.125	2.83E-48	5	Ssus11-LMO2	LMO2	Suss11
Ssus11-ENSSSCG00000041738.3	2.73E-52	0.309190151	0.335	0.148	4.21E-48	5	Ssus11-ENSSSCG00000041738	ENSSSCG00000041738	Suss11
Ssus11-ARRB1.3	2.84E-52	0.371817255	0.507	0.28	4.37E-48	5	Ssus11-ARRB1	ARRB1	Suss11
Ssus11-TCAP.5	4.41E-52	-1.324707312	0.39	0.588	6.80E-48	5	Ssus11-TCAP	TCAP	Suss11
Ssus11-ENSSSCG00000039825.5	1.03E-51	-0.634741122	0.063	0.285	1.58E-47	5	Ssus11-ENSSSCG00000039825	ENSSSCG00000039825	Suss11
Ssus11-AP2M1.5	1.51E-51	0.400121421	0.84	0.694	2.32E-47	5	Ssus11-AP2M1	AP2M1	Suss11
Ssus11-FABP3.5	3.88E-51	-1.050757034	0.242	0.454	5.98E-47	5	Ssus11-FABP3	FABP3	Suss11
Ssus11-GADD45G.4	7.67E-51	-0.525650441	0.098	0.327	1.18E-46	5	Ssus11-GADD45G	GADD45G	Suss11
Ssus11-ENSSSCG00000000261.3	9.94E-51	0.478197238	0.736	0.551	1.53E-46	5	Ssus11-ENSSSCG00000000261	ENSSSCG00000000261	Suss11
Ssus11-WARS1	1.03E-50	0.323604149	0.355	0.167	1.58E-46	5	Ssus11-WARS1	WARS1	Suss11
Ssus11-TSC22D1.5	1.36E-50	-0.561569544	0.232	0.461	2.09E-46	5	Ssus11-TSC22D1	TSC22D1	Suss11
Ssus11-NPC2.4	1.59E-50	0.459541371	0.751	0.552	2.45E-46	5	Ssus11-NPC2	NPC2	Suss11
Ssus11-PLD3.3	3.38E-50	0.412772375	0.861	0.715	5.20E-46	5	Ssus11-PLD3	PLD3	Suss11
Ssus11-PLSCR1	5.72E-50	0.271371007	0.284	0.117	8.80E-46	5	Ssus11-PLSCR1	PLSCR1	Suss11
Ssus11-CPSF6.4	6.41E-50	0.63294249	0.574	0.356	9.87E-46	5	Ssus11-CPSF6	CPSF6	Suss11
Ssus11-DNAJA4.4	2.13E-49	-0.433844034	0.022	0.225	3.28E-45	5	Ssus11-DNAJA4	DNAJA4	Suss11
Ssus11-SLC35F6.1	2.27E-49	0.304814961	0.379	0.183	3.50E-45	5	Ssus11-SLC35F6	SLC35F6	Suss11
Ssus11-ENO1.4	2.36E-49	0.399554287	0.923	0.778	3.64E-45	5	Ssus11-ENO1	ENO1	Suss11
Ssus11-MYOT.5	2.68E-49	-0.474025395	0.02	0.221	4.12E-45	5	Ssus11-MYOT	MYOT	Suss11
Ssus11-TSPAN12.5	2.92E-49	-0.620747652	0.096	0.315	4.50E-45	5	Ssus11-TSPAN12	TSPAN12	Suss11
Ssus11-ENSSSCG00000037274.3	3.61E-49	0.416801224	0.961	0.903	5.55E-45	5	Ssus11-ENSSSCG00000037274	ENSSSCG00000037274	Suss11
Ssus11-RRBP1.3	6.31E-49	0.39338797	0.863	0.667	9.71E-45	5	Ssus11-RRBP1	RRBP1	Suss11
Ssus11-GLMP.3	7.95E-49	0.417239351	0.58	0.372	1.22E-44	5	Ssus11-GLMP	GLMP	Suss11
Ssus11-DNAJB4.5	9.97E-49	-0.427792418	0.087	0.311	1.54E-44	5	Ssus11-DNAJB4	DNAJB4	Suss11
Ssus11-ATP5MC3.5	1.07E-48	-0.683848165	0.294	0.505	1.64E-44	5	Ssus11-ATP5MC3	ATP5MC3	Suss11
Ssus11-SAMHD1	1.51E-48	0.279898304	0.271	0.112	2.33E-44	5	Ssus11-SAMHD1	SAMHD1	Suss11
Ssus11-GPX1.3	2.44E-48	0.32592908	0.983	0.945	3.76E-44	5	Ssus11-GPX1	GPX1	Suss11
Ssus11-ENSSSCG00000030849.2	2.61E-48	-0.410373529	0.953	0.973	4.02E-44	5	Ssus11-ENSSSCG00000030849	ENSSSCG00000030849	Suss11
GRCh38-MYL2.5	3.66E-48	-1.969102576	0.081	0.302	5.64E-44	5	GRCh38-MYL2	MYL2	GRCh38
Ssus11-MDH1.5	5.23E-48	-0.731782168	0.29	0.499	8.06E-44	5	Ssus11-MDH1	MDH1	Suss11
Ssus11-RPS28.1	5.41E-48	-0.376536938	0.995	0.994	8.34E-44	5	Ssus11-RPS28	RPS28	Suss11
Ssus11-PER1.5	7.85E-48	-0.493410378	0.167	0.396	1.21E-43	5	Ssus11-PER1	PER1	Suss11
Ssus11-ENSSSCG00000033909.2	9.74E-48	0.447617369	0.532	0.329	1.50E-43	5	Ssus11-ENSSSCG00000033909	ENSSSCG00000033909	Suss11
Ssus11-FHL2.4	1.09E-47	-0.501796325	0.206	0.435	1.68E-43	5	Ssus11-FHL2	FHL2	Suss11
Ssus11-PYGB.5	1.29E-47	-0.629571062	0.067	0.275	1.99E-43	5	Ssus11-PYGB	PYGB	Suss11
Ssus11-H3-5.2	1.40E-47	0.463988004	0.735	0.59	2.16E-43	5	Ssus11-H3-5	H3-5	Suss11
GRCh38-TPM1.5	1.97E-47	-1.607605785	0.083	0.301	3.03E-43	5	GRCh38-TPM1	TPM1	GRCh38
Ssus11-LPL.4	2.71E-47	-0.647527166	0.272	0.492	4.17E-43	5	Ssus11-LPL	LPL	Suss11
Ssus11-PLEKHO1.4	2.77E-47	0.402751947	0.633	0.422	4.27E-43	5	Ssus11-PLEKHO1	PLEKHO1	Suss11
Ssus11-PHF11	6.72E-47	0.318585626	0.368	0.185	1.04E-42	5	Ssus11-PHF11	PHF11	Suss11
Ssus11-HSP90AA1.4	7.61E-47	-0.941672088	0.951	0.965	1.17E-42	5	Ssus11-HSP90AA1	HSP90AA1	Suss11
Ssus11-ATP5MG.5	1.34E-46	-0.622404907	0.359	0.557	2.06E-42	5	Ssus11-ATP5MG	ATP5MG	Suss11
Ssus11-TAGLN.3	1.39E-46	0.277922852	0.995	0.91	2.15E-42	5	Ssus11-TAGLN	TAGLN	Suss11
Ssus11-CDH2.5	3.44E-46	-0.401870366	0.037	0.236	5.31E-42	5	Ssus11-CDH2	CDH2	Suss11
Ssus11-ATP5ME.5	3.87E-46	-0.748607873	0.858	0.9	5.95E-42	5	Ssus11-ATP5ME	ATP5ME	Suss11
Ssus11-ENSSSCG00000039582	5.04E-46	0.461885039	0.575	0.402	7.77E-42	5	Ssus11-ENSSSCG00000039582	ENSSSCG00000039582	Suss11
Ssus11-TRIM63.5	5.35E-46	-0.436921327	0.036	0.233	8.24E-42	5	Ssus11-TRIM63	TRIM63	Suss11
Ssus11-ENSSSCG00000035224.2	1.12E-45	0.315318597	0.372	0.187	1.73E-41	5	Ssus11-ENSSSCG00000035224	ENSSSCG00000035224	Suss11
Ssus11-FN1.4	2.24E-45	0.282003041	1	0.92	3.44E-41	5	Ssus11-FN1	FN1	Suss11
Ssus11-SORBS1.4	5.40E-45	-0.384178904	0.042	0.239	8.32E-41	5	Ssus11-SORBS1	SORBS1	Suss11
Ssus11-ABRA.5	7.50E-45	-0.394731678	0.008	0.19	1.16E-40	5	Ssus11-ABRA	ABRA	Suss11
